ISIN,SYMBOL,COMPANY,PRICE,IDX WT %,FF BASED SHARES,FF BASED MCAP,ORD SHARES,ORD SHARES MCAP,Volume
PK0043301016,SKRS,Sakrand Sugar Mills Ltd. ,9.03,0.01,11154000,100720620.00,44616000,402882480.0,30000
PK0072801019,SLCL,Security Leasing Corp. [ DEFAULTER SEGMENT ],1.0,0.0,10890000,10890000.00,36300000,36300000.0,0
PK0072802025,SLCPA,Security Leasing Corp (Pref) 9.1% ,7.0,0.0,11100437,77703059.00,11250000,78750000.0,0
PK0088001018,SLL,SME Leasing Ltd. ,3.58,0.0,9600000,34368000.00,32000000,114560000.0,14000
PK0016301019,SLYT,Sally Textile Mills Ltd. [ DEFAULTER SEGMENT ],3.7,0.0,2193750,8116875.00,8775000,32467500.0,0
PK0087101017,SMBL,Summit Bank Limited. [ DEFAULTER SEGMENT ],1.68,0.06,923352871,1551232823.28,2638151060,4432093780.8,176500
PK0100001012,SMCPL,Safe Mix Concrete Ltd. ,7.07,0.0,8750000,61862500.00,25000000,176750000.0,500
PK0024101013,SML,Shakarganj Limited. ,40.0,0.07,56250000,2250000000.00,125000000,5000000000.0,500
PK0068401014,SMTM,Samin Textiles Ltd. ,3.32,0.0,8018400,26621088.00,26728000,88736960.0,1000
PK0035101010,SNAI,Sana Industries Ltd. ,43.49,0.0,3437500,149496875.00,8593750,373742187.5,0
PK0057501014,SNBL,Soneri Bank Ltd. ,9.19,0.13,275615870,2532909845.30,1102463503,10131639592.57,11500
PK0008901016,SNGP,Sui Northern Gas Pipe Line Ltd. ,61.33,0.51,285397499,17503428613.67,634216665,38896508064.45,1472184
PK0109101011,SPEL,Synthetic Products Enterprises Ltd. ,43.79,0.05,26546520,1162472110.80,88488400,3874907036.0,45500
PK0090401016,SPL,Sitara Peroxide Limited ,23.49,0.02,33060000,776579400.00,55100000,1294299000.0,392500
PK0049401018,SPLC,Saudi Pak Leasing Co. [ DEFAULTER SEGMENT ],1.54,0.0,15806175,24341509.50,45160500,69547170.0,91000
PK0108801017,SPWL,Saif Power Ltd. ,16.18,0.08,193235890,3126556700.20,386471779,6253113384.22,17000
PK0016401017,SRVI,Service Industries. ,725.5,0.22,9397491,6817879720.50,23493750,17044715625.0,3150
PK0002801014,SSGC,Sui Southern Gas Co Ltd. ,16.18,0.19,325063387,5259525601.66,880916400,14253227352.0,745000
PK0033101012,SSIC,Silver Star Insurance  Co. [ DEFAULTER SEGMENT ],6.34,0.0,9147520,57995276.80,30564844,193781110.96,0
PK0043501011,SSML,Saritow Spinning Mills Ltd. ,4.09,0.0,10444212,42716827.08,29840607,122048082.63,1000
PK0068201018,SSOM,S .S . Oil Mills Ltd. ,46.01,0.0,1308700,60213287.00,5658400,260342984.0,500
PK0024001015,STCL,Shabbir Tiles and Ceramics Limited. ,13.36,0.04,131626261,1758526846.96,239320620,3197323483.2,1606000
PK0057401017,STJT,Shahtaj Textile Ltd. ,110.49,0.01,1449000,160100010.00,9660000,1067333400.0,500
PK0016601012,STML,Shams Textile Mills Ltd. ,30.0,0.0,2592000,77760000.00,8640000,259200000.0,0
PK0084901013,STPL,Siddiqsons Tin Plate Ltd. ,12.28,0.04,103175447,1266994489.16,229278733,2815542841.24,1389500
PK0029301014,SUHJ,Sohail Jute Mills Ltd. [ DEFAULTER SEGMENT ],11.35,0.0,157200,1784220.00,3745000,42505750.0,0
PK0035301016,SURC,Suraj Cotton Mills Ltd. ,185.0,0.09,7334262,1356838470.00,36671312,6784192720.0,2000
PK0057601012,SUTM,Sunrays Textile Mills Ltd. ,275.95,0.03,690000,190405500.00,6900000,1904055000.0,0
PK0109001013,SYS,Systems Limited. ,284.1,0.46,74060941,21040713338.10,123434902,35067855658.2,87200
PK0027601019,SZTM,Shahzad Textile Mills Ltd. ,35.2,0.01,898569,31629628.80,17971372,632592294.4,0
PK0049501015,TATM,Tata Textile Mills Ltd. ,36.6,0.01,5197425,190225755.00,17324750,634085850.0,0
PK0073201011,TELE,Telecard Ltd. ,1.61,0.01,255000000,410550000.00,300000000,483000000.0,172000
PK0028801014,TGL,Tariq Glass. ,88.92,0.13,44074800,3919131216.00,110187000,9797828040.0,157500
PK0011301014,THALL,Thal Limited. ,423.06,0.45,32411964,13712205489.84,81029917,34280516686.02,18200
PK0080801019,THCCL,Thatta Cement Company Ltd. ,22.38,0.03,49859063,1115845829.94,99718125,2231691637.5,195000
PK0002301015,TICL,Thal Industries Corporation Ltd. ,264.0,0.05,206861,54611304.00,15023200,3966124800.0,0
PK0115801018,TOMCL,The Organic Meat Company Ltd. ,29.42,0.04,50318000,1480355560.00,111817777,3289678999.34,1074500
PK0073301019,TOWL,Towellers  Ltd. ,69.0,0.02,6800000,469200000.00,17000000,1173000000.0,500
PK0099201011,TPL,TPL CORP Limited. ,5.36,0.02,106919105,573086402.80,267297763,1432716009.68,163500
PK0084001012,TPLI,TPL Insurance Ltd. ,28.49,0.04,23466565,668456837.31,93866261,2673827377.72,0
PK0110601017,TPLP,TPL Properties Limited. ,9.21,0.04,81848276,753822621.96,327393105,3015290497.05,351500
PK0122701011,TPLT,TPL Trakker Limited. ,9.86,0.02,74905237,738565636.82,187263093,1846414096.98,210500
PK0022801010,TREET,Treet Corporation Ltd. ,24.69,0.06,67932529,1677254141.01,169831322,4193135340.18,2572500
PK0079201015,TRG,TRG Pakistan Ltd. ,49.01,0.35,463582065,22720157005.65,545390665,26729596491.65,21436500
PK0058301018,TRIBL,Trust Investment Bank Ltd. [ DEFAULTER SEGMENT ],0.97,0.0,77925322,75587562.34,119885111,116288557.67,0
PK0073401017,TRIPF,Tri-Pack Films Ltd. ,185.9,0.09,13580000,2524522000.00,38800000,7212920000.0,107500
PK0058201010,TRPOL,Tri-Star Polyester Ltd. ,8.59,0.01,39815441,342014638.19,56879201,488592336.59,714000
PK0049701011,TRSM,Trust Mod. ,2.99,0.0,23840000,71281600.00,29800000,89102000.0,1000
PK0069101019,TSBL,Trust Securities & Brokerage. ,10.0,0.0,18000000,180000000.00,30000000,300000000.0,0
PK0068901013,TSMF,Tri - Star Mutual Fund Ltd. ,3.75,0.0,3000000,11250000.00,5000000,18750000.0,35500
PK0058001014,TSML,Tandliawala Sugar Mills Ltd. ,339.53,0.53,5885315,1998241001.95,117706300,39964820039.0,0
PK0069001011,TSPL,Tri -Star Power Ltd. ,4.0,0.0,11706600,46826400.00,15000000,60000000.0,85000
PK0016901016,UBDL,United Brands Limited. ,30.89,0.04,4590000,141785100.00,91800000,2835702000.0,1500
PK0081901016,UBL,United Bank Ltd. ,122.88,1.98,489671875,60170880000.00,1224179688,150427200061.44,812785
PK0049901017,UCAPM,Unicap Modaraba. [ DEFAULTER SEGMENT ],1.06,0.0,5804837,6153127.22,23640000,25058400.0,4000
PK0039301012,UDPL,United Distributors Pakistan. ,40.0,0.02,8817783,352711320.00,35271134,1410845360.0,2000
PK0004801012,UNIC,United Insurance Company. ,7.2,0.03,114700804,825845788.80,295000044,2124000316.8,1000
PK0068801015,UNITY,Unity Foods Limited. ,17.16,0.22,497025000,8528949000.00,994050000,17057898000.0,34986500
PK0076901013,UPFL,Unilever Pakistan Foods Ltd. ,14749.5,1.24,220733,3255701383.50,6369932,93953312034.0,40
PK0000701018,USMT,Usman Textile Mills Ltd. [ DEFAULTER SEGMENT ],0.51,0.0,2235773,1140244.23,3726300,1900413.0,0
PK0014201013,UVIC,Universal Insurance Company Ltd. ,4.5,0.0,5000000,22500000.00,50000000,225000000.0,0
PK0030901018,WAHN,Wah Noble Chemicals Ltd. ,231.54,0.03,3150000,729351000.00,9000000,2083860000.0,12300
PK0030801010,WAVES,WAVES Singer Pakistan Ltd. ,27.7,0.07,56281218,1558989738.60,187604059,5196632434.3,1335000
PK0084301016,WTL,Worldcall Telecom Ltd. ,1.15,0.03,1475252335,1696540185.25,1805921917,2076810204.55,13333500
PK0026001013,WYETH,Wyeth Pakistan Limited. ,914.0,0.02,381320,348526480.00,1421610,1299351540.0,0
PK0039401010,YOUW,Yousuf Weaving Mills Limited. ,3.33,0.0,36942725,123019274.25,90000000,299700000.0,59500
PK0050001012,ZAHID,Zahidjee Textile Mills Ltd. ,19.21,0.05,5788584,111198698.64,191421102,3677199369.42,0
PK0003701015,ZELP,Zeal Pak Cement Factory Ltd. [ DEFAULTER SEGMENT ],0.44,0.0,51000000,22440000.00,427838526,188248951.44,0
PK0033501013,ZIL,ZIL Limited. ,108.39,0.01,2142910,232270014.90,6122600,663628614.0,13500
PK0083901014,ZTL,Zephyr Textile Limited. ,8.0,0.01,8914309,71314472.00,59428729,475429832.0,500
